house_quality,year_remodelled,basement_total_area,first_floor_area,above_ground_area,bathroom_above_ground_full_num,garage_finish_quality,garage_size_num_cars,sale_price,age_built,age_remodelled,more_than_2_above_bathrooms,is_good_kitchen_quality,is_good_exterior_build_quality,is_good_house_quality,foundation_type_PConc,comp_score
6,1994,844.0,1445,2134,2,1,2.0,214500,93,15,1,1,0,1,0,14.0
5,1995,686.0,948,1928,2,0,0.0,160000,90,11,1,0,0,0,1,13.0
7,1999,992.0,1022,2060,2,2,2.0,214000,10,10,1,1,1,1,1,15.0
6,1998,901.0,861,1378,1,1,1.0,128900,74,11,0,1,0,1,1,14.0
4,1975,1249.0,1622,1622,1,3,4.0,168000,46,32,0,0,0,0,0,10.0
8,2007,955.0,955,1880,2,3,3.0,310013,0,0,1,1,1,1,1,15.0
8,1986,1074.0,1088,1088,1,2,2.0,170000,21,21,0,1,1,1,0,14.0
5,1959,1040.0,1040,1040,1,2,1.0,133700,47,47,0,0,0,0,0,10.0
6,1996,602.0,900,1502,1,1,1.0,165000,84,11,0,1,0,1,1,13.0
6,1971,483.0,483,987,1,1,1.0,89500,37,37,0,0,0,1,0,12.0
6,1958,588.0,1095,1095,1,2,1.0,140000,48,48,0,0,0,1,0,12.0
7,2004,970.0,970,1709,2,1,2.0,134000,2,2,1,1,1,1,1,16.0
6,1993,836.0,844,1731,2,2,2.0,248500,14,13,1,1,1,1,1,14.0
4,2001,648.0,960,960,0,1,1.0,145000,41,5,0,0,0,0,0,10.0
6,1975,713.0,811,1552,2,2,2.0,179900,31,31,1,0,0,1,0,14.0
8,2007,1795.0,1795,1795,2,2,3.0,147000,1,0,1,1,1,1,1,14.0
5,1991,624.0,624,1274,1,1,2.0,136000,19,19,0,0,0,0,1,12.0
6,1950,572.0,848,1196,1,1,2.0,128000,70,60,0,0,0,1,0,13.0
4,2001,560.0,704,704,1,1,1.0,88750,63,8,0,0,0,0,0,10.0
5,1955,972.0,972,972,1,1,1.0,122500,55,55,0,0,0,0,0,11.0
6,1950,912.0,912,1458,1,1,1.0,97500,62,60,0,0,0,1,0,11.0
6,1963,1008.0,1008,1008,1,2,2.0,135000,43,43,0,0,0,1,0,11.0
9,2007,1822.0,1828,1828,2,1,3.0,314813,0,0,1,1,1,1,1,15.0
6,2000,698.0,786,1176,1,1,2.0,134900,72,9,0,0,1,1,0,13.0
5,1999,1057.0,1057,1057,1,1,1.0,137000,51,7,0,1,0,0,0,12.0
5,1975,943.0,1387,1387,1,2,1.0,145000,39,31,0,0,0,0,0,10.0
3,1950,798.0,840,840,1,1,1.0,64000,86,56,0,0,0,0,1,10.0
5,2000,793.0,848,1520,1,1,1.0,159434,77,9,0,0,0,0,0,10.0
8,2007,1542.0,1542,1542,2,1,3.0,260261,0,0,1,1,1,1,1,15.0
5,1952,910.0,910,1385,2,1,2.0,166000,58,58,1,0,0,0,0,12.0
5,1962,896.0,936,936,1,2,1.0,130000,45,45,0,0,0,0,0,11.0
5,1950,824.0,824,1288,1,1,1.0,112000,65,56,0,0,0,0,0,10.0
5,1963,1120.0,1128,1128,2,2,2.0,155000,45,45,1,0,0,0,0,13.0
8,2010,774.0,774,1968,2,3,3.0,269500,1,0,1,1,1,1,1,15.0
6,1964,1246.0,1246,1246,1,2,2.0,172000,42,42,0,0,0,1,0,11.0
7,1984,800.0,960,1740,1,1,1.0,219500,67,23,0,0,0,1,0,12.0
5,1963,925.0,925,925,1,1,2.0,133500,43,43,0,0,0,0,1,11.0
7,2000,384.0,774,1430,2,2,2.0,170000,7,7,1,0,0,1,1,13.0
8,2003,930.0,930,1566,2,1,1.0,150000,110,7,1,1,1,1,0,15.0
5,1953,984.0,950,950,1,1,2.0,130000,55,55,0,0,0,0,1,10.0
5,1959,1144.0,1144,1144,1,2,1.0,143000,47,47,0,0,0,0,0,12.0
5,1961,1114.0,1114,1114,1,2,2.0,140000,47,47,0,0,0,0,0,10.0
7,1973,2223.0,2223,2223,2,3,2.0,244000,34,34,1,0,0,1,0,13.0
5,1996,530.0,581,1111,1,1,1.0,101000,87,11,0,0,0,0,0,11.0
5,1958,960.0,960,960,1,1,2.0,125000,48,48,0,0,0,0,0,11.0
6,1998,932.0,932,1633,2,3,2.0,183000,10,10,1,0,0,1,1,13.0
6,1950,755.0,929,2229,1,0,0.0,104000,97,59,0,0,0,1,0,13.0
6,1954,936.0,984,984,1,1,1.0,112500,54,54,0,0,0,1,0,13.0
6,1980,1686.0,1686,1686,2,1,2.0,207500,26,26,1,0,0,1,0,13.0
7,2005,1614.0,1614,1614,2,3,2.0,225000,1,1,1,1,1,1,1,15.0
5,1972,864.0,864,864,1,1,1.0,119900,34,34,0,0,0,0,0,12.0
7,2006,1721.0,1740,1740,2,2,3.0,293000,0,0,1,1,1,1,1,15.0
5,1993,1461.0,1721,1721,2,2,2.0,180000,38,13,1,0,0,0,0,11.0
6,1976,1012.0,1034,1034,1,1,3.0,169900,34,34,0,0,0,1,0,11.0
6,1978,0.0,1318,1902,2,1,2.0,112000,32,32,1,0,0,1,0,13.0
6,1985,1040.0,1097,1097,2,1,2.0,152000,26,25,1,0,0,1,1,11.0
9,2006,1090.0,1117,2206,2,3,3.0,300000,1,0,1,1,1,1,1,14.0
6,1976,1029.0,1117,1117,1,1,2.0,107000,34,34,0,0,0,1,0,12.0
4,1950,777.0,1246,2290,2,1,2.0,122500,125,60,1,0,0,0,1,13.0
6,1972,483.0,483,948,1,1,1.0,89000,34,34,0,0,0,1,0,12.0
6,1950,600.0,600,919,1,1,1.0,95000,70,60,0,0,0,1,0,11.0
6,1968,912.0,1152,1152,1,2,2.0,143450,39,39,0,0,0,1,0,13.0
5,1960,1268.0,1264,1264,1,1,2.0,167500,50,50,0,0,0,0,0,10.0
5,1979,1086.0,1224,1224,0,1,2.0,153337,30,30,0,0,0,0,0,11.0
6,1950,672.0,697,1369,2,1,1.0,103600,84,59,1,0,0,1,0,13.0
5,1976,894.0,894,894,1,1,1.0,128200,34,34,0,0,0,0,0,11.0
6,2000,756.0,769,1573,2,1,2.0,177500,10,10,1,1,1,1,1,16.0
8,2002,1671.0,1687,2250,2,3,3.0,320000,8,8,1,1,1,1,1,16.0
6,2000,794.0,819,1514,2,3,2.0,190000,9,9,1,0,0,1,1,13.0
6,1971,672.0,672,1218,1,0,0.0,91500,35,35,0,0,0,1,0,12.0
5,1954,811.0,811,1387,2,1,1.0,93000,55,55,1,1,0,0,0,13.0
6,2006,684.0,773,1355,1,0,0.0,127000,93,1,0,1,0,1,1,13.0
6,1976,1143.0,1113,1113,1,2,1.0,148000,31,31,0,0,0,1,0,11.0
5,1955,740.0,778,778,1,3,1.0,120500,68,53,0,0,0,0,0,11.0
6,1950,778.0,944,1489,2,1,1.0,139500,69,59,1,0,0,1,0,13.0
9,2008,1698.0,1698,1698,2,3,3.0,320000,2,1,1,1,1,1,1,13.0
7,1980,1005.0,1262,2267,1,3,2.0,219000,70,27,0,0,0,1,0,12.0
5,1983,864.0,902,902,1,1,2.0,131000,23,23,0,0,0,0,0,9.0
6,2006,738.0,738,1495,2,2,2.0,171925,1,1,1,1,1,1,1,15.0
5,1997,1348.0,1384,1384,2,1,2.0,177900,12,11,1,1,1,0,1,12.0
6,1950,585.0,851,1436,1,1,1.0,141500,86,57,0,0,0,1,0,12.0
6,1999,952.0,952,1636,2,3,2.0,191000,11,10,1,0,1,1,1,14.0
6,2004,1158.0,1158,1158,1,1,2.0,158000,2,2,0,1,0,1,1,13.0
8,2007,1638.0,1646,1646,2,2,3.0,248900,1,0,1,1,1,1,1,13.0
5,1950,731.0,981,1768,1,1,1.0,175000,70,57,0,1,0,0,0,13.0
6,2000,1187.0,1565,1565,2,2,1.0,185900,41,6,1,1,0,1,1,14.0
7,1970,880.0,880,1768,1,1,2.0,163000,92,36,0,0,0,1,0,12.0
6,1978,1008.0,1096,1096,1,1,2.0,157500,30,30,0,0,0,1,0,12.0
7,1999,1177.0,1223,2312,2,3,3.0,245000,10,10,1,1,1,1,1,15.0
8,1993,1337.0,1337,1337,2,2,2.0,180000,15,15,1,1,1,1,1,14.0
7,2004,551.0,551,1102,2,1,2.0,148800,3,3,1,1,1,1,1,15.0
8,2002,1128.0,1128,2031,2,2,2.0,237000,6,6,1,1,1,1,1,16.0
2,1950,290.0,438,438,1,1,1.0,60000,89,59,0,0,0,0,0,9.0
5,1976,456.0,1033,1033,1,2,2.0,165000,32,32,0,0,0,0,0,12.0
7,2003,1129.0,1129,2327,2,2,2.0,240000,5,5,1,1,1,1,1,15.0
7,1993,1168.0,1187,1187,2,2,2.0,160000,15,14,1,1,0,1,1,12.0
6,1950,780.0,816,1340,1,1,1.0,128000,61,56,0,0,0,1,0,12.0
4,1955,0.0,1152,1152,2,0,0.0,82000,53,53,1,0,0,0,1,11.0
6,2008,1562.0,1567,1567,2,1,2.0,256000,43,1,1,1,0,1,0,13.0
7,1988,650.0,832,1482,1,1,2.0,143000,89,21,0,0,0,1,1,13.0
7,2007,1689.0,1689,1689,2,3,2.0,231713,1,0,1,1,1,1,1,13.0
5,1990,1100.0,1424,1424,1,1,3.0,155000,38,17,0,0,0,0,0,8.0
5,1983,816.0,816,816,1,1,1.0,128500,25,25,0,0,0,0,0,12.0
7,1950,1228.0,1424,1424,2,1,1.0,168000,87,58,1,0,0,1,0,13.0
7,2004,725.0,725,1479,1,3,2.0,184000,35,3,0,1,0,1,0,13.0
5,1962,1025.0,1025,1025,1,0,0.0,124000,44,44,0,0,0,0,0,11.0
6,1970,1442.0,1442,1442,2,2,2.0,185000,39,39,1,0,0,1,0,12.0
8,2000,1406.0,1454,1936,2,2,2.0,230500,6,6,1,1,1,1,1,15.0
7,1998,1054.0,1070,1939,2,2,3.0,227000,8,8,1,1,0,1,1,14.0
6,2005,738.0,738,1476,2,3,2.0,173500,4,4,1,1,1,1,1,16.0
5,1968,833.0,898,898,1,2,1.0,140000,38,38,0,0,0,0,0,13.0
8,2007,1460.0,1460,1460,2,3,2.0,247000,2,1,1,1,1,1,1,14.0
6,1978,456.0,1034,1034,1,3,2.0,149900,31,31,0,0,0,1,0,11.0
5,1978,864.0,1174,1174,1,1,2.0,158000,30,30,0,0,0,0,0,11.0
7,2003,530.0,530,1080,2,2,2.0,147110,7,7,1,1,1,1,1,15.0
6,1950,780.0,780,1376,2,1,1.0,119500,69,56,1,0,0,1,0,13.0
5,1950,840.0,840,1567,1,1,2.0,205000,69,59,0,0,0,0,0,12.0
5,1999,736.0,751,1534,1,0,0.0,148000,112,8,0,1,0,0,0,13.0
8,1996,1595.0,1616,1616,2,2,2.0,236500,15,14,1,1,1,1,1,13.0
5,1950,1058.0,1058,1551,2,1,1.0,137000,68,56,1,0,0,0,0,11.0
5,1955,960.0,960,960,1,2,1.0,122000,54,54,0,0,0,0,0,11.0
7,2007,1302.0,1302,1302,2,3,2.0,176485,0,0,1,1,1,1,1,14.0
5,1950,816.0,816,816,1,1,1.0,109000,81,56,0,0,0,0,0,8.0
7,1998,1502.0,1502,1502,1,3,1.0,330000,9,9,0,1,1,1,1,13.0
6,2008,192.0,1133,1133,1,1,1.0,143000,0,0,0,0,0,1,1,12.0
6,1994,928.0,936,1721,2,2,2.0,201000,13,13,1,1,1,1,1,15.0
4,1950,1077.0,981,1760,1,1,2.0,80000,96,56,0,0,0,0,0,10.0
6,2002,1028.0,1436,2320,2,1,1.0,259500,62,5,1,1,0,1,0,14.0
7,2004,1122.0,1146,2486,3,3,2.0,279900,4,3,1,1,1,1,1,14.0
5,1994,1246.0,1246,1246,1,2,1.0,154000,51,16,0,1,0,0,0,12.0
6,2006,1444.0,1444,2144,2,3,2.0,277000,49,1,1,1,1,1,0,15.0
5,1950,799.0,799,1150,1,1,1.0,128000,64,56,0,0,0,0,0,11.0
8,2007,1566.0,1600,1600,2,2,3.0,256300,2,2,1,1,1,1,1,15.0
4,2003,930.0,1230,1755,2,1,1.0,188000,77,4,1,1,0,0,0,13.0
8,2002,1800.0,1800,1800,2,3,3.0,312500,4,4,1,1,1,1,1,15.0
7,2005,600.0,600,1200,2,2,2.0,151000,6,5,1,1,1,1,1,15.0
5,1971,765.0,765,1365,1,1,2.0,122500,36,36,0,0,0,0,0,12.0
6,2003,835.0,835,1696,2,2,2.0,188000,5,5,1,1,1,1,1,16.0
7,2006,945.0,945,1809,2,2,2.0,209700,1,0,1,1,1,1,1,14.0
6,1994,886.0,886,1680,2,2,2.0,163000,15,14,1,1,1,1,1,14.0
6,2007,832.0,976,2087,2,3,2.0,187500,41,0,1,1,0,1,0,14.0
8,2000,1462.0,1513,1513,2,3,2.0,220000,10,9,1,1,1,1,1,14.0
5,1993,949.0,1107,1107,1,2,1.0,127000,40,14,0,1,0,0,0,11.0
5,2007,0.0,827,827,1,1,1.0,107500,55,3,0,0,0,0,0,11.0
6,2001,742.0,742,1484,2,0,0.0,128000,94,7,1,0,0,1,0,14.0
5,2004,680.0,764,764,1,1,2.0,73000,83,4,0,0,0,0,0,9.0
6,1993,808.0,808,1593,2,2,2.0,178000,17,16,1,0,0,1,1,12.0
4,1972,1138.0,1181,1181,2,2,2.0,137500,36,36,1,0,0,0,0,12.0
8,1994,1986.0,1987,1987,2,3,2.0,301500,14,14,1,1,1,1,1,14.0
6,1950,583.0,647,1242,1,1,1.0,105000,74,59,0,0,0,1,0,13.0
6,2004,976.0,976,976,1,2,2.0,157500,38,2,0,1,0,1,0,12.0
5,1950,969.0,969,1214,1,1,1.0,117000,106,57,0,0,0,0,0,10.0
5,1962,864.0,864,864,1,1,1.0,105000,44,44,0,0,0,0,0,12.0
6,1950,1064.0,1166,1639,1,1,1.0,115000,72,58,0,0,0,1,0,12.0
5,1979,0.0,1535,1535,2,1,2.0,118858,30,30,1,0,0,0,0,11.0
6,2000,800.0,800,1632,1,1,2.0,173000,42,8,0,1,0,1,0,14.0
3,1998,630.0,725,725,1,1,1.0,78500,119,11,0,0,0,0,0,9.0
7,2004,840.0,840,1720,2,3,2.0,183500,3,3,1,1,1,1,1,15.0
4,1953,936.0,936,936,1,1,2.0,93000,56,56,0,0,0,0,0,10.0
8,2003,1406.0,1589,1589,2,3,3.0,226500,4,4,1,1,1,1,1,15.0
6,1994,799.0,799,1571,2,2,2.0,178000,16,15,1,0,1,1,1,14.0
7,2003,1453.0,1479,1479,2,2,2.0,226000,4,4,1,1,1,1,1,14.0
5,1969,784.0,784,1632,1,2,2.0,173000,40,40,0,0,1,0,0,13.0
5,1965,864.0,864,864,1,1,1.0,62383,44,44,0,0,0,0,0,10.0
7,1997,624.0,743,1479,1,1,1.0,160000,80,9,0,1,0,1,0,14.0
7,2004,1393.0,1576,1576,2,2,3.0,219990,4,4,1,1,1,1,1,15.0
7,2000,1468.0,1479,1479,2,2,2.0,191000,9,8,1,1,1,1,1,13.0
5,1994,756.0,916,1060,1,1,1.0,136500,82,13,0,0,0,0,1,10.0
4,1994,0.0,943,943,1,1,1.0,80000,49,13,0,1,0,0,0,9.0
7,1988,1204.0,1377,2183,2,1,3.0,229000,18,18,1,1,1,1,1,15.0
7,1994,1050.0,1062,1949,2,3,2.0,236000,17,16,1,1,1,1,1,15.0
6,1950,720.0,1146,1930,2,1,1.0,149000,82,59,1,0,0,1,0,12.0
5,2005,716.0,1007,2014,2,1,2.0,169000,106,1,1,0,1,0,1,14.0
4,1950,484.0,1242,1242,1,1,1.0,109900,61,57,0,0,0,0,0,9.0
7,1994,996.0,996,2000,2,3,3.0,188000,13,12,1,0,0,1,1,13.0
6,1950,780.0,825,1412,1,1,1.0,132500,70,59,0,0,0,1,0,13.0
5,1994,990.0,990,990,1,2,1.0,143000,15,15,0,0,0,0,1,12.0
5,1951,1342.0,1342,1342,1,1,1.0,125000,56,56,0,0,0,0,0,12.0
4,1950,622.0,741,1363,1,1,2.0,125500,100,60,0,0,0,0,0,12.0
6,1988,1240.0,1632,1632,2,2,1.0,139000,51,21,1,0,0,1,0,13.0
5,1959,1678.0,1678,1678,2,0,0.0,119900,50,50,1,0,0,0,0,11.0
8,2002,1267.0,1296,1296,2,3,2.0,220000,8,7,1,1,1,1,1,13.0
6,1971,1587.0,1587,1587,2,1,2.0,167300,36,36,1,0,0,1,0,13.0
5,1950,720.0,854,1298,1,1,1.0,122000,68,59,0,0,0,0,0,12.0
5,1963,1728.0,1728,1728,2,1,2.0,125000,43,43,1,0,0,0,0,11.0
5,1957,928.0,928,928,1,3,1.0,112500,51,51,0,0,0,0,0,12.0
7,2006,879.0,879,1795,2,2,2.0,191000,2,1,1,1,1,1,1,15.0
6,1958,1080.0,1080,1080,1,1,1.0,136000,50,50,0,0,0,1,0,13.0
7,1998,866.0,866,1779,2,2,2.0,197900,11,11,1,1,0,1,1,15.0
6,2003,485.0,1001,1635,1,1,1.0,117000,96,3,0,1,0,1,0,14.0
7,2006,1199.0,1220,1220,2,2,2.0,194000,0,0,1,1,1,1,1,15.0
9,2001,1310.0,1310,1310,1,2,2.0,285000,7,7,0,1,1,1,1,13.0
5,1999,644.0,808,1355,2,0,0.0,127500,68,9,1,0,0,0,0,13.0
7,2000,1095.0,1166,2295,2,2,2.0,268000,14,6,1,1,1,1,1,14.0
4,1950,1075.0,1156,1798,2,1,2.0,137000,107,57,1,0,0,0,1,13.0
7,1967,1620.0,1620,1620,2,1,2.0,215000,41,41,1,1,0,1,0,14.0
5,1955,1216.0,1216,1216,1,2,1.0,129500,52,52,0,0,0,0,0,10.0
5,1950,896.0,896,1344,1,1,1.0,115000,70,56,0,0,0,0,0,11.0
5,1950,747.0,747,1159,1,1,1.0,114000,83,58,0,0,0,0,1,11.0
4,1966,1056.0,1056,1056,1,1,1.0,107000,40,40,0,0,0,0,0,10.0
5,1950,832.0,832,1216,1,1,1.0,118500,61,58,0,0,0,0,0,10.0
6,1950,862.0,950,1158,1,2,1.0,120000,79,58,0,0,0,1,0,12.0
8,2005,1538.0,1538,1538,2,2,2.0,260000,2,2,1,1,1,1,1,15.0
5,1959,1143.0,1143,1143,1,2,1.0,136000,51,51,0,0,0,0,0,9.0
4,1971,858.0,872,872,1,1,4.0,123000,36,36,0,0,0,0,0,10.0
6,1950,319.0,1035,1406,1,0,0.0,89500,88,58,0,0,0,1,0,11.0
6,2005,1324.0,1324,1324,2,3,2.0,199500,5,5,1,1,1,1,1,14.0
5,1966,876.0,904,904,1,1,1.0,109900,42,42,0,0,0,0,1,10.0
7,2004,1276.0,1276,2080,1,1,1.0,234000,83,5,0,1,1,1,0,15.0
6,2004,848.0,848,848,1,2,2.0,155900,2,2,0,1,1,1,1,14.0
4,1989,1104.0,1104,1788,1,1,1.0,161500,52,20,0,0,0,0,0,11.0
6,1958,819.0,1344,1344,1,2,2.0,137500,51,51,0,1,0,1,0,14.0
5,1950,840.0,1128,2256,2,0,0.0,76500,100,60,1,0,0,0,0,11.0
6,1989,1151.0,1164,2060,2,1,2.0,211000,19,18,1,0,1,1,1,12.0
6,1999,1405.0,1337,1337,2,3,2.0,181000,10,9,1,1,1,1,1,14.0
6,1966,1127.0,1165,1165,1,2,2.0,174900,42,42,0,0,0,1,0,13.0
5,1966,1164.0,1320,1320,1,2,2.0,164500,40,40,0,0,0,0,0,12.0
7,2004,1517.0,1535,1535,2,2,2.0,214000,6,6,1,1,1,1,1,14.0
7,1988,738.0,1277,2044,2,1,2.0,185000,28,20,1,0,0,1,0,13.0
4,1950,704.0,624,1136,1,1,1.0,123000,79,58,0,0,0,0,1,12.0
6,1979,1001.0,1299,1299,2,2,2.0,183500,28,28,1,1,0,1,0,14.0
8,2000,776.0,764,1441,2,1,2.0,174000,8,7,1,1,1,1,1,15.0
5,1953,1073.0,1630,1630,2,1,2.0,130000,54,54,1,0,0,0,0,10.0
7,1990,728.0,832,1641,1,1,2.0,178000,81,16,0,1,0,1,0,14.0
5,1998,928.0,928,1629,2,3,2.0,189900,13,12,1,0,0,0,1,11.0
6,2004,848.0,848,848,1,3,2.0,144000,6,5,0,1,1,1,1,13.0
6,2007,816.0,816,816,1,1,1.0,120500,78,1,0,0,1,1,0,13.0
5,1995,1097.0,1097,1097,1,1,2.0,145000,15,14,0,0,0,0,1,10.0
8,2000,1494.0,1652,1652,2,2,2.0,251000,7,7,1,1,1,1,1,15.0
4,1968,1768.0,1768,1768,2,0,0.0,136500,42,42,1,0,0,0,0,11.0
4,1955,0.0,1152,1152,2,0,0.0,82500,53,53,1,0,0,0,0,11.0
7,2008,1350.0,1358,1358,2,2,2.0,212500,2,1,1,1,1,1,1,13.0
6,1998,1216.0,1216,1216,2,1,2.0,164000,8,8,1,0,0,1,1,13.0
6,1957,967.0,967,1638,2,1,1.0,139000,49,49,1,1,0,1,0,15.0
7,2000,600.0,624,1252,2,1,2.0,160000,9,8,1,1,1,1,1,15.0
5,1993,828.0,883,883,1,1,2.0,149000,17,16,0,0,0,0,1,11.0
5,1968,864.0,874,874,1,2,1.0,130000,41,41,0,0,0,0,0,11.0
7,1950,576.0,902,1710,2,1,2.0,140000,89,60,1,0,0,1,0,13.0
8,2009,1836.0,1836,1836,2,3,2.0,264500,1,0,1,1,1,1,1,14.0
5,1957,1092.0,1092,1092,1,3,1.0,141000,49,49,0,0,0,0,0,9.0
7,2007,1241.0,1241,1241,1,3,2.0,199900,1,0,0,1,1,1,1,12.0
6,1977,1350.0,1334,1334,2,2,2.0,167900,32,32,1,0,0,1,0,12.0
6,1987,1144.0,1429,1429,1,1,2.0,181900,47,20,0,1,0,1,0,12.0
8,2008,1566.0,1566,1566,2,2,2.0,262500,2,2,1,1,1,1,1,15.0
7,1992,908.0,1316,2288,1,2,2.0,230000,32,17,0,1,0,1,1,13.0
9,2000,1698.0,1709,1709,2,3,2.0,328900,9,8,1,1,1,1,1,13.0
8,2005,1721.0,1721,1721,2,2,2.0,232698,2,2,1,1,1,1,1,14.0
8,2008,1254.0,1254,1254,2,2,3.0,221800,1,1,1,1,1,1,1,14.0
5,1973,576.0,864,1350,1,1,3.0,152400,67,35,0,1,0,0,0,13.0
7,2001,1630.0,1630,1630,2,1,2.0,213000,9,8,1,1,1,1,1,14.0
7,2005,784.0,831,1585,2,2,2.0,184900,1,1,1,1,1,1,1,15.0
5,1953,1165.0,1336,1336,1,1,1.0,157000,53,53,0,0,0,0,0,10.0
5,2002,864.0,1211,1211,1,1,2.0,144000,44,4,0,0,0,0,0,10.0
6,1999,1259.0,1353,1353,2,2,2.0,192350,28,8,1,0,0,1,0,12.0
7,1966,1174.0,1200,1200,2,2,2.0,163500,41,41,1,0,0,1,0,14.0
7,1990,1475.0,1532,2329,2,1,2.0,262280,18,18,1,1,0,1,1,15.0
7,2003,1536.0,1536,1536,2,2,2.0,214000,6,5,1,1,1,1,1,14.0
6,2004,1073.0,1811,1811,1,3,2.0,230000,50,2,0,1,0,1,1,12.0
7,2006,1063.0,1071,2172,2,2,3.0,280000,1,1,1,1,1,1,1,16.0
6,1966,756.0,1051,1839,1,1,2.0,155000,44,44,0,0,0,1,0,12.0
6,1993,946.0,964,1802,2,2,4.0,218000,17,17,1,1,1,1,1,16.0
5,1977,995.0,1009,1009,2,1,2.0,160000,30,30,1,0,0,0,0,13.0
8,2007,1338.0,1338,1338,2,2,2.0,208900,0,0,1,1,1,1,1,15.0
5,1996,0.0,3820,3820,3,1,2.0,284700,49,12,1,1,0,0,0,11.0
7,2007,689.0,703,1392,2,1,2.0,146000,1,1,1,1,1,1,1,16.0
8,1996,1260.0,1288,1288,1,3,2.0,245500,12,12,0,1,1,1,1,13.0
6,1950,992.0,1013,1013,1,1,1.0,113000,82,58,0,0,0,1,0,13.0
8,2005,1782.0,1782,1782,2,3,3.0,296000,5,4,1,1,1,1,1,13.0
10,2007,1700.0,1718,1718,2,3,3.0,337500,3,2,1,1,1,1,1,14.0
4,1950,624.0,624,936,1,1,1.0,97900,58,56,0,0,0,0,0,12.0
6,2009,1218.0,1218,1218,2,3,2.0,208300,0,0,1,1,1,1,1,14.0
7,1997,910.0,910,1820,2,1,3.0,213000,12,11,1,1,0,1,1,14.0
7,1999,880.0,880,1724,2,3,2.0,188000,10,9,1,1,0,1,1,13.0
6,1958,1121.0,1336,1336,1,2,2.0,162000,48,48,0,0,0,1,0,12.0
5,1950,910.0,910,1558,1,1,1.0,152000,57,57,0,0,0,0,0,11.0
7,2005,991.0,991,1947,2,2,2.0,254900,6,5,1,1,1,1,1,15.0
7,1995,832.0,832,1657,2,2,2.0,189000,14,13,1,1,1,1,1,14.0
7,1978,2048.0,2064,2064,2,3,2.0,235000,30,30,1,1,1,1,0,13.0
5,1950,1164.0,1164,1164,1,1,1.0,125000,58,58,0,0,0,0,0,10.0
7,1975,836.0,836,836,1,1,1.0,120000,35,35,0,0,0,1,0,13.0
6,1990,816.0,816,816,1,0,0.0,118500,17,17,0,0,0,1,0,12.0
5,1950,1001.0,1001,2002,2,1,3.0,145000,58,57,1,0,0,0,0,12.0
7,2006,798.0,1137,1954,1,1,2.0,311500,69,2,0,1,1,1,0,14.0
7,2006,1220.0,1364,1364,2,3,2.0,210250,0,0,1,1,1,1,1,15.0
7,2002,916.0,920,1861,2,2,2.0,200000,4,4,1,1,1,1,1,15.0
5,1977,0.0,1302,1734,2,1,2.0,126000,32,32,1,1,0,0,0,13.0
4,2003,405.0,717,1039,1,1,1.0,114000,109,6,0,0,1,0,0,13.0
4,1950,677.0,833,1510,2,1,2.0,87500,99,59,1,1,1,0,0,13.0
8,2004,1512.0,1512,1512,2,2,3.0,203000,5,5,1,1,1,1,1,14.0
7,2001,1454.0,1434,1434,2,2,2.0,189000,8,8,1,1,1,1,1,14.0
7,2003,812.0,812,1653,2,2,2.0,209000,6,6,1,1,1,1,1,15.0
6,1950,917.0,1090,2007,2,1,1.0,160000,109,59,1,1,0,1,0,15.0
5,1974,1037.0,1037,1037,1,2,2.0,129000,33,33,0,0,0,0,0,9.0
5,1975,1389.0,1389,1389,1,2,2.0,170000,32,31,0,0,0,0,0,10.0
5,2002,440.0,694,694,1,1,1.0,90350,94,5,0,1,0,0,1,11.0
6,1950,572.0,572,1096,1,0,0.0,79000,84,58,0,0,0,1,0,11.0
5,1972,894.0,894,894,1,1,2.0,149900,34,34,0,0,0,0,1,11.0
5,1971,864.0,864,864,1,1,2.0,123000,37,37,0,0,0,0,0,10.0
4,1950,1095.0,1095,1774,2,1,3.0,87000,106,56,1,0,0,0,0,11.0
6,1977,1096.0,1118,1118,1,3,1.0,171000,31,31,0,0,0,1,0,13.0
6,1950,1032.0,1032,1252,1,1,1.0,119000,58,58,0,0,0,1,0,12.0
5,1959,1148.0,1148,1148,1,1,1.0,132500,50,50,0,0,0,0,0,10.0
8,1996,588.0,833,1666,1,1,1.0,161000,83,12,0,1,0,1,1,13.0
9,2002,1357.0,1366,1947,2,3,3.0,274000,7,6,1,1,1,1,1,14.0
5,1967,912.0,912,912,1,1,1.0,125000,43,43,0,0,0,0,0,10.0
5,1950,1195.0,1195,1195,2,0,0.0,98500,61,57,1,0,0,0,0,11.0
8,1995,1624.0,1624,1624,2,2,3.0,262000,12,11,1,1,1,1,1,14.0
5,1979,914.0,914,914,1,1,2.0,134900,30,30,0,0,0,0,0,10.0
5,1959,1350.0,1328,1328,1,2,1.0,170000,48,48,0,0,0,0,0,12.0
6,1991,686.0,686,1461,1,1,1.0,135000,81,16,0,0,0,1,0,12.0
6,1991,930.0,1364,2683,2,2,2.0,290000,18,17,1,1,1,1,1,14.0
7,2007,1246.0,1258,1258,2,2,2.0,173500,0,0,1,1,1,1,1,16.0
5,2002,896.0,1112,2008,3,1,1.0,225000,58,4,1,1,0,0,0,14.0
5,1961,864.0,1187,1187,1,2,2.0,140500,46,46,0,0,0,0,0,9.0
5,1994,990.0,990,990,1,1,1.0,126000,13,13,0,0,0,0,1,11.0
8,1999,960.0,962,1586,2,1,2.0,170000,9,9,1,1,1,1,1,16.0
